payment_key,customer_key,channel_key,store_key,amount,method,status,paid_at,transaction_ref
295,195,1,,44460.0,CARD,FAILED,,
296,862,2,4,24829.2,TRANSFER,REFUNDED,2025-03-28 18:46:52,TX-G4P93NYH90EN
297,240,2,2,18150.0,CASH,PAID,2024-06-30 22:04:05,TX-E2KQ0B1VWNTV
298,682,2,1,53361.0,CASH,REFUNDED,2025-08-13 01:05:27,TX-D2IGDXBZ392N
299,849,2,1,41382.0,CASH,PAID,2024-11-06 14:51:55,TX-KXUNDMFZ5WW4
300,807,2,3,43560.0,CARD,PAID,2024-05-08 02:32:30,TX-D8L8DJ0EK3LN
301,901,1,,54633.6,GATEWAY,PAID,2024-11-19 18:32:25,TX-TR3GAE9DR5DB
302,61,1,,29040.0,GATEWAY,PAID,2024-05-07 19:06:15,TX-KEOC6P3FKE5H
303,1082,1,,69507.0,GATEWAY,FAILED,,
304,1286,2,3,39204.0,CARD,PAID,2024-03-19 15:03:26,TX-KJG7DP5ULP2X
305,1416,1,,119873.77,CARD,PAID,2024-03-18 05:57:51,TX-TUYL0BU1IADY
306,979,1,,31692.0,CARD,PAID,2025-04-15 01:23:31,TX-B92HA6ELOUQX
307,800,1,,83671.5,CARD,PAID,2024-05-01 03:04:28,TX-GRX6A990BSH1
308,800,1,,17835.0,CARD,PAID,2024-09-13 18:02:18,TX-YZ8JG2RZGHXI
309,757,1,,17835.0,GATEWAY,PAID,2024-03-29 17:35:18,TX-I5X65UM4YRV8
310,1194,2,1,45738.0,CASH,FAILED,,
311,673,1,,27636.0,GATEWAY,PAID,2025-01-04 20:32:45,TX-GF0G46U2SLZ2
312,1266,2,2,36209.25,CARD,PAID,2025-01-10 09:43:16,TX-A9VQNWCQTJVU
313,7,2,2,36209.25,CASH,PAID,2025-02-24 19:09:03,TX-QYUOLNLPR9A6
314,1040,2,3,71692.5,CARD,PAID,2025-05-22 16:05:53,TX-9C70TRVTFMRM
315,873,1,,33579.6,GATEWAY,PAID,2024-10-17 09:46:27,TX-H6DU9ZZ99VMH
316,1336,1,,54351.75,CARD,PAID,2025-05-06 14:09:01,TX-QYEPJRF57CPL
317,708,2,1,71601.75,CARD,PAID,2025-04-29 21:42:15,TX-T27JLLZ90Z23
318,380,1,,37437.0,CARD,PAID,2024-08-18 04:27:24,TX-A2B0X2VVI7AI
319,634,2,4,15246.0,CARD,PAID,2024-10-07 11:46:46,TX-4JQTH0TPGOK6
320,578,1,,15429.6,CARD,PAID,2024-04-22 23:29:45,TX-EYD3MYNUEUVL
321,1479,1,,36592.5,CARD,PAID,2025-08-20 02:45:44,TX-LNOJKNPN8S6G
322,1399,1,,94491.0,GATEWAY,PAID,2025-08-05 04:12:50,TX-6UL6ULM1T6I8
323,522,2,4,37243.8,CASH,PAID,2024-11-21 08:14:29,TX-U4QP4ULPQP81
324,247,2,1,54711.36,CARD,PAID,2025-04-04 19:13:07,TX-2P4LEW4P220X
325,96,2,4,69812.16,CASH,PAID,2025-01-13 14:52:32,TX-90ZM8JKX2Y5L
326,798,2,2,28749.6,CARD,PAID,2024-10-17 02:04:08,TX-O41OIMJGZ9AU
327,21,1,,84070.8,CARD,PAID,2024-06-18 02:06:25,TX-450XPOI73T2G
328,1236,1,,31082.16,CARD,PAID,2025-01-09 22:07:28,TX-PK9VO8PM4Y2M
329,130,1,,82239.75,GATEWAY,PAID,2025-02-11 20:56:23,TX-1KKTDNUMVEXG
330,169,1,,44324.4,CARD,PAID,2024-03-17 19:29:09,TX-XJH8KGYZM509
331,973,2,2,29040.0,CASH,PAID,2024-12-16 04:37:58,TX-MFPVK4WYZIQO
332,1449,1,,68581.35,CARD,PAID,2024-12-27 00:30:16,TX-2NWBAN52V58N
333,210,1,,62547.0,GATEWAY,PAID,2025-09-18 23:50:29,TX-2LCHHCC5ZSNP
334,737,1,,16552.56,GATEWAY,FAILED,,
335,1350,1,,71341.2,GATEWAY,PAID,2025-05-08 13:30:02,TX-AACSM4V7B6LD
336,170,1,,73691.1,CARD,PAID,2024-02-13 12:22:45,TX-9VP4JS6NLM4G
337,217,1,,47964.0,GATEWAY,PAID,2024-07-21 01:43:12,TX-MRUO0N85J0DK
338,254,1,,17835.0,CARD,PAID,2024-09-13 15:56:03,TX-FC0XEF6A9XCX
339,1400,1,,47146.2,GATEWAY,REFUNDED,2024-03-25 06:06:07,TX-5AQRJS9NPTPR
340,1213,1,,54561.0,GATEWAY,FAILED,,
341,1410,1,,14268.0,GATEWAY,PAID,2024-08-07 21:48:50,TX-V49TDYF12CHD
342,128,2,2,30492.0,CASH,PAID,2024-12-23 12:45:16,TX-1PO9O2M470N9
343,499,1,,18142.5,CARD,PAID,2024-10-09 09:08:07,TX-96NJWU73365R
344,494,1,,27989.4,CARD,PAID,2024-08-13 22:43:35,TX-V4W5NU4IN2KQ
345,755,1,,41430.0,GATEWAY,PAID,2024-07-24 22:32:16,TX-6LR6SAKRAFFL
346,518,1,,41164.2,CARD,PAID,2024-05-02 14:42:44,TX-5WDA03DAZ3RW
347,1171,2,4,41382.0,TRANSFER,PAID,2025-03-14 07:52:46,TX-GHB9NH3PF34H
348,1261,1,,54261.0,CARD,PAID,2024-08-20 08:55:12,TX-HPYHX68YV2NP
349,468,2,4,12414.6,CASH,PAID,2024-11-16 07:49:32,TX-YS1DUAFA0XRJ
350,503,1,,44760.0,CARD,PAID,2024-08-29 22:03:26,TX-QRSPPOBH9GCT
351,1073,2,3,42688.8,CASH,PAID,2024-03-20 22:37:52,TX-7YSX5TUAN5O2
352,997,2,1,32670.0,CARD,PAID,2024-05-04 02:42:15,TX-P1YVFKXVQVAE
353,435,1,,35203.5,CARD,PAID,2025-02-16 19:46:26,TX-72J7IJ6LNY6W
354,1401,2,4,41382.0,CASH,PAID,2025-05-10 07:58:38,TX-Z4PE05SA9C2L
355,202,1,,17172.0,CARD,PAID,2025-05-10 05:09:10,TX-JVJ0I4RTQ0BX
356,920,1,,50205.0,CARD,PAID,2024-12-11 07:32:22,TX-XKJUPQVUBQEZ
357,1101,1,,53361.0,GATEWAY,PAID,2025-06-07 09:50:54,TX-X0GOPDIORXB6
358,305,1,,14229.6,CARD,PAID,2024-03-01 09:09:52,TX-AVPMX5L77IBR
359,268,1,,34485.0,CARD,PAID,2025-07-09 05:28:42,TX-OO36UD0CTY1C
360,636,2,3,35574.0,TRANSFER,PAID,2024-07-09 18:50:51,TX-49K5YJCOFNUM
361,736,2,4,62871.6,CASH,PAID,2024-09-26 12:43:39,TX-04FI3D7JI6I8
362,938,1,,72783.6,GATEWAY,PAID,2025-01-19 18:36:36,TX-K4RQJWOJWF50
363,356,1,,43560.0,CARD,PAID,2024-08-16 08:12:23,TX-8Q185GSCMNUU
364,544,1,,13794.0,CARD,PAID,2024-06-09 11:33:38,TX-I7T264W0HY3F
365,952,2,2,29882.16,CASH,PAID,2025-08-19 00:55:14,TX-W7NHPGJX19EM
366,1016,1,,81486.0,CARD,REFUNDED,2025-08-22 15:05:53,TX-4HUDSNJ53TIS
367,1183,1,,57529.05,CARD,PAID,2025-07-17 04:00:00,TX-GH9Q7I2HKR65
368,1154,1,,33570.0,GATEWAY,PAID,2025-04-20 16:14:53,TX-SX52GWA654NV
369,1056,1,,27336.0,CARD,FAILED,,
370,666,2,1,39204.0,CARD,PAID,2024-12-13 06:34:37,TX-XLY81XGJHK88
371,1010,2,2,36209.25,CASH,PAID,2025-08-20 11:20:56,TX-AQLDTMXEBGXP
372,977,1,,37500.0,GATEWAY,PAID,2024-01-17 18:05:29,TX-28ZBJJAC9ONQ
373,172,1,,15383.7,GATEWAY,PAID,2024-08-23 23:26:48,TX-1GLRAPDN3H4Q
374,1179,1,,16146.0,GATEWAY,PAID,2024-02-19 16:24:48,TX-P5CUJEXU4QVY
375,1048,2,2,53361.0,CARD,PAID,2025-04-17 17:37:30,TX-6F1QW90TPG97
376,480,1,,18051.75,GATEWAY,PAID,2025-06-24 17:50:30,TX-E942HQFXCLQ0
377,164,2,2,51727.5,CASH,PAID,2024-12-17 06:03:23,TX-WQT2EXWNSCI3
378,902,2,1,36300.0,CARD,PAID,2024-08-05 02:41:33,TX-CD1W6RUD5WC9
379,1096,1,,49224.9,GATEWAY,PAID,2025-09-06 21:19:50,TX-LC6P0DRQFVFA
380,1208,1,,13968.0,GATEWAY,PAID,2025-06-18 04:45:42,TX-5DMUP1YVWQJ8
381,538,2,2,68534.4,TRANSFER,PAID,2024-06-14 18:39:36,TX-PGW00JYJ2DSA
382,695,1,,80779.2,CARD,PAID,2025-05-19 09:44:05,TX-QA1VIQ63F9HK
383,766,1,,37800.0,CARD,PAID,2024-06-23 13:15:32,TX-B4TSG0S0U50A
384,295,2,2,51455.25,CARD,PAID,2024-11-23 03:17:56,TX-09HKD6K7RMNZ
385,864,1,,42688.8,GATEWAY,PAID,2025-06-10 13:56:06,TX-IG7T92ZX195O
386,314,2,2,91294.5,TRANSFER,PAID,2024-05-13 07:59:21,TX-B0U2HVMBN4HZ
387,299,2,1,17242.5,CASH,PAID,2024-10-25 16:50:57,TX-2DCPGANL816L
388,786,1,,44760.0,GATEWAY,PAID,2025-03-30 06:40:03,TX-71SD6QK06HOI
389,356,1,,53835.0,GATEWAY,PAID,2024-06-04 08:31:09,TX-SKI19UR8NZJE
390,792,1,,12414.6,CARD,PAID,2024-05-06 07:05:32,TX-2AGIF4ST5TVG
391,88,1,,19957.5,CARD,PAID,2024-03-17 06:40:23,TX-TAHQBBU55DVA
392,1426,1,,17235.0,CARD,REFUNDED,2024-02-08 08:19:39,TX-8ZPLCL4J7RB6
393,1,2,2,35574.0,CASH,PAID,2024-08-16 04:40:43,TX-INXS8RHVV5AA
394,803,2,3,14229.6,CARD,PAID,2024-03-21 15:53:22,TX-OA3AU16N4SYZ
395,589,1,,47454.75,GATEWAY,PAID,2025-07-31 14:27:59,TX-VTVOAV41B8E9
396,1238,2,3,44823.24,CASH,PAID,2024-06-02 05:54:27,TX-5J8UR63NYIR1
397,293,1,,58045.8,GATEWAY,PAID,2024-08-14 16:23:50,TX-BW69ZMQ9P7EQ
398,882,1,,15420.0,CARD,PAID,2025-07-06 05:59:31,TX-NM6HXG0QGGBU
399,913,1,,80188.8,CARD,REFUNDED,2024-03-29 19:52:21,TX-EC4NNZ49NQ3N
400,960,2,2,57354.0,CASH,PAID,2024-10-04 22:43:00,TX-T4LMAG75TO3E
401,1084,2,1,15246.0,CASH,PAID,2025-03-13 05:19:03,TX-8R60T3I6KDPR
402,1411,2,2,49005.0,TRANSFER,PAID,2025-06-27 02:21:47,TX-BMR81MZAP796
403,889,1,,44324.4,CARD,PAID,2024-12-20 19:19:07,TX-VQFN0IZH88RB
404,814,1,,55650.0,CARD,PAID,2024-12-16 03:29:57,TX-3WUQAYGI0P0H
405,293,1,,46076.4,GATEWAY,PAID,2025-03-13 19:49:21,TX-E3LM75Q7GX2S
406,1121,1,,80198.4,GATEWAY,PAID,2024-08-20 08:05:48,TX-K83GSGCHYB7T
407,696,2,1,51727.5,CASH,PAID,2024-08-25 18:28:12,TX-ORJGRU9TD57R
408,331,1,,31036.5,CARD,FAILED,,
409,106,1,,38252.7,CARD,PAID,2024-11-13 01:19:51,TX-QOYJSAZIDRCT
410,918,2,2,39204.0,CARD,FAILED,,
411,305,1,,42688.8,CARD,PAID,2025-07-21 04:48:11,TX-IBZRBYKR9J94
412,381,1,,47754.75,CARD,PAID,2024-11-10 23:46:04,TX-AO1WXLCIU4BM
413,176,2,3,28459.2,TRANSFER,PAID,2024-11-21 10:51:26,TX-UYJMIC97SZPL
414,1269,2,2,29040.0,CARD,FAILED,,
415,128,1,,48634.5,GATEWAY,PAID,2025-05-14 00:30:45,TX-A4S38KRDFV37
416,424,2,2,17787.0,CARD,PAID,2025-05-01 04:14:09,TX-MB5OQNRSHFCA
417,7,2,4,39131.4,CARD,FAILED,,
418,105,2,3,31944.0,TRANSFER,PAID,2024-03-31 07:37:37,TX-XGCNAYKYNQVS
419,1415,1,,47364.0,CARD,REFUNDED,2024-06-29 18:10:46,TX-G5T3LZ8VNBZ4
420,283,1,,79436.1,GATEWAY,PAID,2024-03-24 08:53:53,TX-H7YDH9ZLPVBB
421,1430,2,2,13794.0,CARD,PAID,2024-12-11 09:36:14,TX-9V2XX0ZE5NHC
422,673,1,,40404.0,CARD,PAID,2024-09-02 02:04:20,TX-6H7TNVOKEYNJ
423,1419,1,,68055.0,CARD,PAID,2025-02-24 06:59:29,TX-MFUCVJ3FR6Q9
424,39,2,1,28459.2,CASH,PAID,2025-06-10 04:53:32,TX-4VGL8QW99YKY
425,189,1,,15429.6,CARD,PAID,2024-07-11 07:55:21,TX-621O2EAH0OK3
426,526,2,2,12806.64,CASH,PAID,2025-09-29 14:19:43,TX-X4Z5W67FAAYF
427,790,1,,43560.0,CARD,PAID,2024-07-11 07:32:53,TX-G2L3AJ87WLYZ
428,464,1,,43160.7,GATEWAY,PAID,2024-07-07 13:03:01,TX-5461BOCHTCX5
429,262,1,,36474.0,CARD,FAILED,,
430,1051,2,1,71220.6,CARD,PAID,2025-04-13 13:57:39,TX-MZ3E9YP0AYS4
431,582,1,,46638.0,CARD,PAID,2025-01-30 08:07:57,TX-AZT8YBM71PME
432,3,1,,42664.2,CARD,PAID,2025-09-07 21:13:28,TX-JAVF61DM78UI
433,678,1,,47020.2,CARD,PAID,2024-01-22 14:03:01,TX-20PY43VV1HBY
434,369,1,,14268.0,GATEWAY,PAID,2025-01-12 09:39:57,TX-K1W031MPYYNQ
435,71,1,,30540.0,CARD,REFUNDED,2024-04-12 18:35:44,TX-W37J9GGFWJ6J
436,1251,1,,72193.2,CARD,PAID,2024-05-19 19:46:28,TX-RUMPPEZAI861
437,143,2,4,43560.0,CASH,PAID,2024-08-18 21:02:29,TX-F4IOFE9N09RB
438,126,1,,51727.5,CARD,PAID,2024-11-01 22:32:14,TX-Q3AXQ33Z0XQ0
439,945,2,4,58697.1,TRANSFER,PAID,2025-05-03 05:49:15,TX-31ZVW07TT4LH
440,592,1,,27588.0,CARD,PAID,2024-01-04 15:07:12,TX-F8QMQHZW22DP
441,462,2,2,73616.4,CARD,PAID,2024-10-30 21:14:44,TX-5CFNAK5C9Y27
442,274,1,,46323.24,GATEWAY,PAID,2024-03-20 14:42:42,TX-EM7R3QCQAOOX
443,703,2,3,53361.0,CARD,PAID,2024-05-25 11:17:42,TX-YUDWNIFYIR3D
444,723,2,1,120969.75,CARD,FAILED,,
445,310,1,,44324.4,CARD,PAID,2025-01-19 07:39:25,TX-1DE1YU96AG0S
446,410,2,2,29040.0,TRANSFER,PAID,2024-07-25 23:46:04,TX-PW17KF6JZQF2
447,495,1,,43888.8,CARD,PAID,2024-08-13 14:17:13,TX-V8G4DYUVUMSF
448,457,1,,43588.8,GATEWAY,PAID,2024-11-09 06:47:03,TX-K4O27EVCNQIY
449,852,2,1,13794.0,CARD,PAID,2025-01-11 17:23:27,TX-R1HVTW5EJE32
450,793,1,,69516.6,GATEWAY,PAID,2024-04-02 18:40:15,TX-BDYQIXYCGU3I
451,789,1,,20257.5,CARD,PAID,2024-09-08 05:44:17,TX-ASXB25T0FW5J
452,1075,2,4,34485.0,CASH,REFUNDED,2024-04-10 15:58:16,TX-TNTYESTAZALH
453,814,1,,54313.88,CARD,PAID,2025-03-02 16:03:37,TX-C9T6P07HZQ8O
454,1270,1,,15129.6,GATEWAY,PAID,2024-04-15 19:38:14,TX-VZOU1WTXJLVB
455,442,1,,40104.0,CARD,PAID,2025-05-24 17:15:23,TX-AWVDZV19547K
456,1109,1,,102694.8,CARD,FAILED,,
457,1107,2,4,81783.9,CASH,PAID,2024-09-27 22:59:36,TX-QYXWL9615PAY
458,1229,1,,16418.25,GATEWAY,PAID,2025-09-28 21:42:51,TX-W9KRBE6EYOX6
459,498,1,,48097.5,CARD,PAID,2024-10-28 12:52:38,TX-XL1CAJ1BFHL5
460,738,1,,28749.6,GATEWAY,REFUNDED,2024-12-16 11:00:47,TX-9SSXL9RIBGMO
461,1412,1,,18676.35,CARD,PAID,2024-04-02 10:37:23,TX-4SVXHX4NWLKG
462,1462,1,,27989.4,GATEWAY,PAID,2024-03-26 01:13:56,TX-YUJJV8LRZSUZ
463,167,1,,55650.0,CARD,PAID,2024-05-27 05:10:54,TX-EPNZRC69T77W
464,1066,1,,13968.0,CARD,PAID,2025-08-31 20:20:17,TX-YC0KLR7193Q1
465,1075,2,1,44823.24,CASH,FAILED,,
466,1393,1,,120334.5,CARD,FAILED,,
467,181,1,,67447.5,CARD,PAID,2025-07-16 19:07:18,TX-GB5F0IKQ5J67
468,746,2,2,39204.0,CARD,PAID,2025-01-03 19:24:27,TX-HNMINTSFJHUP
469,1188,1,,47020.2,GATEWAY,PENDING,,
470,803,1,,48924.9,GATEWAY,PAID,2025-06-14 09:04:37,TX-50ZFGGJAOYU5
471,316,2,2,17787.0,TRANSFER,PAID,2024-02-09 01:06:15,TX-JZEKLEJVGIFY
472,56,2,1,41382.0,CASH,PAID,2024-01-13 01:02:05,TX-X4UZIIFLNWRO
473,1427,1,,15841.08,CARD,PAID,2025-07-26 10:37:30,TX-6AGXBBI7NE86
474,1172,1,,40104.0,CARD,PAID,2025-03-01 19:28:55,TX-FFGFTIS2H7LZ
475,613,2,1,17242.5,CASH,PAID,2024-08-06 05:26:23,TX-YS3UUI5XBOF8
476,941,2,2,27588.0,CARD,FAILED,,
477,748,1,,72411.0,CARD,PAID,2025-03-29 10:47:01,TX-M6EGZGAAP5UV
478,780,1,,14694.0,GATEWAY,PAID,2025-05-17 01:18:39,TX-0LEY2WZ6DDY6
479,642,2,3,13068.0,CASH,FAILED,,
480,320,2,2,53361.0,CASH,PAID,2025-07-10 16:19:44,TX-KCX613RM6ZGE
481,843,2,3,43560.0,CASH,PAID,2025-06-10 21:14:21,TX-F4OVKTCPWNKS
482,956,2,2,29221.5,CASH,PAID,2024-01-31 20:59:13,TX-VKEESLVAKV3X
483,348,2,1,37933.5,CASH,REFUNDED,2024-12-08 08:32:30,TX-A8K5DCQYJ8C2
484,445,1,,15720.0,GATEWAY,PAID,2024-01-08 20:58:36,TX-JJI7LAMJEQBF
485,758,1,,33144.0,GATEWAY,REFUNDED,2025-08-07 15:11:59,TX-8MEZRRCFPLBX
486,481,1,,52927.5,CARD,PAID,2024-06-28 08:54:34,TX-7ZJC3WSFZW7D
487,1303,2,3,51909.0,TRANSFER,PAID,2024-07-26 22:09:03,TX-6T5BC1U0ZQ3G
488,1020,2,4,29040.0,CARD,PAID,2025-01-01 09:20:44,TX-JBVIMZ5H0DMU
489,1376,1,,55350.0,CARD,REFUNDED,2024-05-21 18:51:46,TX-0YN4O5U58PDD
490,1083,2,1,67663.2,CARD,PAID,2025-08-26 10:12:37,TX-MSAB3BVTBWGB
491,760,2,1,30855.0,CASH,PAID,2024-09-30 02:08:59,TX-ZV1V8PDEWD6L
492,1011,2,2,13068.0,TRANSFER,PAID,2024-11-17 07:56:41,TX-91PLAYYBGRXH
493,913,2,3,36826.35,CASH,PAID,2025-09-28 02:24:33,TX-HRTPMO841LCL
494,1012,1,,15429.6,GATEWAY,PAID,2025-06-27 20:06:51,TX-RDAAW2AFI63O
495,1228,1,,57229.05,GATEWAY,PAID,2024-07-26 05:00:44,TX-Y9Y5EDM228GN
496,1180,2,3,83853.0,CARD,FAILED,,
497,173,1,,19287.0,GATEWAY,PAID,2024-11-15 03:30:11,TX-W4SPI0VP1DZX
498,143,2,1,83490.0,TRANSFER,PENDING,,
499,1036,1,,18687.0,CARD,PAID,2024-09-06 11:41:38,TX-3JWBXZWAIUOS
500,829,1,,18351.75,CARD,FAILED,,
501,214,1,,69744.0,GATEWAY,FAILED,,
502,1242,2,1,36300.0,CASH,PAID,2024-05-21 23:17:57,TX-UDX1ZFMQ6I4B
503,1379,1,,27036.0,CARD,PAID,2024-10-04 20:51:30,TX-R6W6NCH4H9CG
504,1415,1,,43888.8,GATEWAY,PAID,2025-08-23 05:35:54,TX-RCNJ6BRJDNA0
505,511,1,,28488.0,CARD,PAID,2025-02-08 18:50:08,TX-KEGJ52T2PM31
506,920,2,2,41382.0,CASH,FAILED,,
507,69,1,,44651.1,GATEWAY,REFUNDED,2024-12-06 07:32:58,TX-CUXNYV4C4SL0
508,492,2,4,19057.5,TRANSFER,PAID,2025-07-12 04:14:18,TX-3TAZSN0WZUWT
509,523,1,,24422.4,CARD,PAID,2024-06-06 17:23:50,TX-D6E5F0H74ISR
510,1382,1,,54861.0,GATEWAY,PAID,2025-08-03 10:05:53,TX-SGQ9WERX6TP9
511,310,1,,74826.0,CARD,PAID,2024-09-03 00:22:45,TX-48U3LQ28QAQX
512,457,1,,59895.0,GATEWAY,PAID,2024-01-09 11:18:50,TX-Q1VKVV411QIZ
513,396,1,,15129.6,GATEWAY,PAID,2025-09-18 14:58:59,TX-Z6SEX7GEOQGF
514,538,2,3,32016.6,CASH,PAID,2024-12-14 05:47:30,TX-SEEEAS0WG185
515,6,2,1,93291.0,CARD,PAID,2024-10-13 20:10:02,TX-A9YZ5SCZH36H
516,733,1,,18868.5,GATEWAY,PAID,2024-01-02 11:07:21,TX-U1R0DN952B5I
517,56,2,1,108028.8,CARD,PAID,2025-03-19 19:57:55,TX-X6REAVBEHHW9
518,367,1,,30540.0,CARD,PAID,2024-06-20 11:16:44,TX-JJ5LM9YUHZBL
519,812,2,1,13068.0,TRANSFER,PAID,2025-06-24 12:51:56,TX-Y4N5BZGJVB2Y
520,669,1,,60867.6,CARD,PAID,2024-04-23 23:22:18,TX-2OXLMYQS8CG9
521,566,1,,98638.8,GATEWAY,PAID,2024-01-30 19:32:00,TX-L5ZNLNCJ7XZY
522,1055,1,,63797.25,CARD,PAID,2024-08-28 18:44:31,TX-S74CCFH9APUN
523,577,1,,44460.0,CARD,PAID,2024-08-28 03:09:08,TX-FXPIF8RDZRQ8
524,689,2,3,28459.2,CARD,PAID,2024-09-21 12:04:41,TX-EREKJS7YUCF6
525,787,2,4,54450.0,CASH,PAID,2024-05-16 11:34:58,TX-SE9DN1NZIH5K
526,32,1,,27036.0,CARD,PAID,2024-01-13 07:58:31,TX-8NXW068AXP0U
527,434,1,,54261.0,CARD,PAID,2024-02-20 14:18:19,TX-US8P6WKLX2WE
528,1470,2,2,36300.0,TRANSFER,PAID,2025-05-19 11:14:06,TX-PO55QY6ORRE9
529,226,2,3,18150.0,CARD,PAID,2024-02-24 12:32:18,TX-X7SAOEOG4MSZ
530,1190,1,,58989.6,GATEWAY,PAID,2024-10-21 23:14:33,TX-TWKC031VGLIV
531,1004,1,,29959.2,CARD,PAID,2024-05-11 19:35:07,TX-QI9XXX36DOLK
532,1315,2,4,39930.0,CASH,REFUNDED,2024-12-10 08:49:56,TX-D7DQ8VDGWMQE
533,701,1,,17535.0,CARD,PAID,2024-10-13 11:14:37,TX-LF5JPF02AEJA
534,843,1,,42882.0,CARD,PAID,2025-04-29 20:51:50,TX-2C0PMOU6EZ96
535,1167,1,,24829.2,GATEWAY,PAID,2025-02-24 04:44:18,TX-LVR26OMPI8YH
536,681,1,,59541.36,GATEWAY,PAID,2025-04-11 18:16:49,TX-1SECHXG7FHI7
537,513,2,4,43560.0,CARD,PAID,2025-03-04 02:01:17,TX-WEVHVQE5KN0W
538,970,2,1,41164.2,CASH,PAID,2024-08-30 11:40:41,TX-1JR5GXQ5LHO3
539,383,1,,30903.0,CARD,PAID,2024-12-18 13:10:50,TX-LOI5YRCE3SEM
540,527,1,,53249.28,GATEWAY,PAID,2025-03-03 02:25:00,TX-95PAVH9KS02Q
541,757,1,,13068.0,CARD,FAILED,,
542,12,2,3,14520.0,CARD,PAID,2025-01-01 11:45:35,TX-2K3RUUWY9ZW5
543,1022,1,,46023.24,CARD,PAID,2024-05-03 08:39:33,TX-1BQ2S2WMSWY7
544,619,1,,18442.5,GATEWAY,PAID,2024-07-30 06:42:38,TX-G6DLMFBDWU1G
545,461,2,3,17968.5,CASH,PAID,2024-03-24 08:27:13,TX-XO06R9DD6EAF
546,1454,2,1,29882.16,CASH,PAID,2025-03-31 12:59:40,TX-M6CN55XMW7U7
547,1199,1,,29949.6,CARD,PAID,2024-11-16 09:47:00,TX-0HY9KDPPEQ1Z
548,1398,1,,30240.0,CARD,PAID,2025-06-04 06:16:25,TX-0LSHGDKH8DHX
549,401,1,,37109.25,CARD,PAID,2025-09-19 06:31:23,TX-LD2T8YFOTUX6
550,1360,1,,27588.0,CARD,PAID,2025-03-16 11:14:47,TX-MH78DIQKNPPA
551,768,1,,42664.2,CARD,PAID,2025-04-17 16:52:15,TX-FVQFBDPWC1DN
552,295,1,,43308.0,GATEWAY,PAID,2025-09-30 21:20:11,TX-BVQ4RKP3WUDE
553,1270,2,2,26136.0,CARD,PAID,2025-04-26 18:32:52,TX-WDV5QIN7ZXFM
554,999,2,3,43560.0,CASH,PAID,2024-06-27 07:47:54,TX-NHWVL9V73PUW
555,264,1,,54561.0,CARD,PAID,2025-05-27 01:24:00,TX-EUZ1KHLUEFCJ
556,1372,1,,17835.0,GATEWAY,PAID,2025-08-02 14:16:15,TX-BQ85UVLYABZM
557,103,2,1,35283.6,CARD,PAID,2025-01-22 18:29:33,TX-AVMC0KJY4GUZ
558,493,2,3,35574.0,CARD,PAID,2024-04-09 21:01:48,TX-L7KENH3I6WTL
559,136,2,4,54450.0,CASH,PAID,2024-09-24 06:27:10,TX-BPBX2X02BN0I
560,1399,2,1,70603.5,CARD,PAID,2025-01-12 19:06:18,TX-3D4F2Y5XU8C7
561,1364,1,,58072.5,GATEWAY,PAID,2025-05-11 00:54:11,TX-IOURAY2YMVL2
562,1437,1,,41382.0,GATEWAY,PAID,2025-03-15 16:52:48,TX-JABXXWNRSNIM
563,108,1,,42282.0,CARD,PAID,2025-06-06 01:48:51,TX-0AA79Z67YYKL
564,1480,2,2,14701.5,CARD,PAID,2024-03-23 14:04:05,TX-IC8HAJ0IRSC9
565,1220,2,4,45012.0,CARD,PAID,2024-05-15 00:19:42,TX-HAGMQP4WG6RP
566,439,1,,86505.0,GATEWAY,FAILED,,
567,68,1,,28788.0,CARD,PAID,2025-04-12 02:26:09,TX-169G871MPLRP
568,691,2,4,32670.0,CARD,PAID,2024-08-07 04:31:26,TX-5PNVWB0B1YOA
569,1039,2,4,37243.8,CARD,PENDING,,
570,1259,2,1,13794.0,CARD,PAID,2025-05-13 04:14:43,TX-J395ERI8D5SJ
571,1373,2,1,34485.0,CARD,PAID,2024-09-02 23:09:51,TX-69ISXUWVW1PM
572,274,2,3,16335.0,CASH,PAID,2024-04-24 03:33:40,TX-DY1Q1EKVIPAT
573,1372,2,1,57172.5,CARD,PAID,2024-09-02 17:52:10,TX-C4NR1H69M0GA
574,1385,1,,43588.8,GATEWAY,PAID,2024-01-16 22:13:39,TX-PLBNE9EBHNQQ
575,433,1,,40704.0,CARD,PAID,2024-03-30 12:43:27,TX-TFQCOWEEVX3N
576,531,2,1,48024.9,CASH,FAILED,,
577,1152,1,,27336.0,GATEWAY,PAID,2024-06-02 17:57:41,TX-6T5ESWX4YEI2
578,1031,2,2,43560.0,CARD,PAID,2025-01-16 09:08:56,TX-YG037GBKK3IL
579,524,2,1,18104.62,CASH,PAID,2024-11-18 18:19:00,TX-A2WSFJDBE2X8
580,196,1,,17172.0,CARD,PAID,2025-05-02 18:43:59,TX-L3DIIMEOFFC5
581,90,1,,70286.16,CARD,FAILED,,
582,1426,1,,17835.0,GATEWAY,PAID,2024-04-02 01:27:21,TX-AEU4SSVVMYZK
583,844,1,,27036.0,GATEWAY,PAID,2024-10-09 03:18:36,TX-RS20FE51T2KL
584,1440,1,,43588.8,GATEWAY,REFUNDED,2024-12-07 16:46:29,TX-09JFJFL12Z4Y
